balloon_index,latitude_h0,latitude_h1,latitude_h2,latitude_h3,latitude_h4,latitude_h5,latitude_h6,latitude_h7,latitude_h8,latitude_h9,latitude_h10,latitude_h11,latitude_h12,latitude_h13,latitude_h14,latitude_h15,latitude_h16,latitude_h17,latitude_h18,latitude_h19,latitude_h20,latitude_h21,latitude_h22,latitude_h23,longitude_h0,longitude_h1,longitude_h2,longitude_h3,longitude_h4,longitude_h5,longitude_h6,longitude_h7,longitude_h8,longitude_h9,longitude_h10,longitude_h11,longitude_h12,longitude_h13,longitude_h14,longitude_h15,longitude_h16,longitude_h17,longitude_h18,longitude_h19,longitude_h20,longitude_h21,longitude_h22,longitude_h23,altitude_h0,altitude_h1,altitude_h2,altitude_h3,altitude_h4,altitude_h5,altitude_h6,altitude_h7,altitude_h8,altitude_h9,altitude_h10,altitude_h11,altitude_h12,altitude_h13,altitude_h14,altitude_h15,altitude_h16,altitude_h17,altitude_h18,altitude_h19,altitude_h20,altitude_h21,altitude_h22,altitude_h23,temperature_2m_h0,temperature_2m_h1,temperature_2m_h2,temperature_2m_h3,temperature_2m_h4,temperature_2m_h5,temperature_2m_h6,temperature_2m_h7,temperature_2m_h8,temperature_2m_h9,temperature_2m_h10,temperature_2m_h11,temperature_2m_h12,temperature_2m_h13,temperature_2m_h14,temperature_2m_h15,temperature_2m_h16,temperature_2m_h17,temperature_2m_h18,temperature_2m_h19,temperature_2m_h20,temperature_2m_h21,temperature_2m_h22,temperature_2m_h23,relative_humidity_2m_h0,relative_humidity_2m_h1,relative_humidity_2m_h2,relative_humidity_2m_h3,relative_humidity_2m_h4,relative_humidity_2m_h5,relative_humidity_2m_h6,relative_humidity_2m_h7,relative_humidity_2m_h8,relative_humidity_2m_h9,relative_humidity_2m_h10,relative_humidity_2m_h11,relative_humidity_2m_h12,relative_humidity_2m_h13,relative_humidity_2m_h14,relative_humidity_2m_h15,relative_humidity_2m_h16,relative_humidity_2m_h17,relative_humidity_2m_h18,relative_humidity_2m_h19,relative_humidity_2m_h20,relative_humidity_2m_h21,relative_humidity_2m_h22,relative_humidity_2m_h23,wind_speed_10m_h0,wind_speed_10m_h1,wind_speed_10m_h2,wind_speed_10m_h3,wind_speed_10m_h4,wind_speed_10m_h5,wind_speed_10m_h6,wind_speed_10m_h7,wind_speed_10m_h8,wind_speed_10m_h9,wind_speed_10m_h10,wind_speed_10m_h11,wind_speed_10m_h12,wind_speed_10m_h13,wind_speed_10m_h14,wind_speed_10m_h15,wind_speed_10m_h16,wind_speed_10m_h17,wind_speed_10m_h18,wind_speed_10m_h19,wind_speed_10m_h20,wind_speed_10m_h21,wind_speed_10m_h22,wind_speed_10m_h23,wind_direction_10m_h0,wind_direction_10m_h1,wind_direction_10m_h2,wind_direction_10m_h3,wind_direction_10m_h4,wind_direction_10m_h5,wind_direction_10m_h6,wind_direction_10m_h7,wind_direction_10m_h8,wind_direction_10m_h9,wind_direction_10m_h10,wind_direction_10m_h11,wind_direction_10m_h12,wind_direction_10m_h13,wind_direction_10m_h14,wind_direction_10m_h15,wind_direction_10m_h16,wind_direction_10m_h17,wind_direction_10m_h18,wind_direction_10m_h19,wind_direction_10m_h20,wind_direction_10m_h21,wind_direction_10m_h22,wind_direction_10m_h23,cloud_cover_h0,cloud_cover_h1,cloud_cover_h2,cloud_cover_h3,cloud_cover_h4,cloud_cover_h5,cloud_cover_h6,cloud_cover_h7,cloud_cover_h8,cloud_cover_h9,cloud_cover_h10,cloud_cover_h11,cloud_cover_h12,cloud_cover_h13,cloud_cover_h14,cloud_cover_h15,cloud_cover_h16,cloud_cover_h17,cloud_cover_h18,cloud_cover_h19,cloud_cover_h20,cloud_cover_h21,cloud_cover_h22,cloud_cover_h23,pressure_msl_h0,pressure_msl_h1,pressure_msl_h2,pressure_msl_h3,pressure_msl_h4,pressure_msl_h5,pressure_msl_h6,pressure_msl_h7,pressure_msl_h8,pressure_msl_h9,pressure_msl_h10,pressure_msl_h11,pressure_msl_h12,pressure_msl_h13,pressure_msl_h14,pressure_msl_h15,pressure_msl_h16,pressure_msl_h17,pressure_msl_h18,pressure_msl_h19,pressure_msl_h20,pressure_msl_h21,pressure_msl_h22,pressure_msl_h23,wind_u_h0,wind_u_h1,wind_u_h2,wind_u_h3,wind_u_h4,wind_u_h5,wind_u_h6,wind_u_h7,wind_u_h8,wind_u_h9,wind_u_h10,wind_u_h11,wind_u_h12,wind_u_h13,wind_u_h14,wind_u_h15,wind_u_h16,wind_u_h17,wind_u_h18,wind_u_h19,wind_u_h20,wind_u_h21,wind_u_h22,wind_u_h23,wind_v_h0,wind_v_h1,wind_v_h2,wind_v_h3,wind_v_h4,wind_v_h5,wind_v_h6,wind_v_h7,wind_v_h8,wind_v_h9,wind_v_h10,wind_v_h11,wind_v_h12,wind_v_h13,wind_v_h14,wind_v_h15,wind_v_h16,wind_v_h17,wind_v_h18,wind_v_h19,wind_v_h20,wind_v_h21,wind_v_h22,wind_v_h23
0,-67.42897683888042,-67.6071999631123,-68.68353208721899,-69.7929273037821,-70.93382715526573,-72.10426878718697,-73.30056251501935,-74.52032324931771,-75.76146463435605,-77.01703068573597,-78.28421510183321,-79.55471726942041,-80.81872905640645,-82.06170042605079,-83.25682342864857,-84.36592204795004,-85.30742341649238,-85.95457325643694,-86.14556743897865,-85.80982353519784,-85.05495784374239,-84.03536807423232,-82.86805974099775,-81.61777631039033,67.60492534981024,67.7135929369219,68.32029471259783,68.84462339646117,69.27283003925884,69.58434073199302,69.75051673677959,69.73990543727132,69.50233239629522,68.97244466436165,68.05426933110425,66.61259937583085,64.43364642774627,61.18417935804775,56.32105169489204,48.97273094742865,37.84665001756345,21.75039171195174,1.6978816875049536,-17.68985489671275,-32.520176602744165,-42.6473537259472,-49.412253048524626,-54.006184787687786,18.15326147538223,18.281999806806056,19.01662549750042,19.683417124330898,20.27554182889328,20.787455277137532,21.214301986651627,21.551707902625076,21.796533235151855,21.94643327334414,21.999871936524386,21.95636063519129,21.816345245611025,21.5811842569981,21.253053265864406,20.835314750839885,20.331788093634614,19.74763311660898,19.0883836746377,18.360218531401813,17.570599462228827,16.726745951371253,15.8373052752981,14.910409586849838,-18.002500534057617,-18.002500534057617,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-19.08300018310547,-27.51049995422364,-27.51049995422364,-27.51049995422364,-27.51049995422364,-27.51049995422364,72.0,72.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,64.0,64.0,64.0,64.0,64.0,13.698933601379396,13.698933601379396,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,10.195056915283203,17.49614906311035,17.49614906311035,17.49614906311035,17.49614906311035,17.49614906311035,273.0127258300781,273.0127258300781,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,222.1375274658203,143.3657989501953,143.3657989501953,143.3657989501953,143.3657989501953,143.3657989501953,0.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,89.0,89.0,89.0,89.0,89.0,1004.5999755859376,1004.5999755859376,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,1002.2000122070312,997.9000244140624,997.9000244140624,997.9000244140624,997.9000244140624,997.9000244140624,-13.68000011219137,-13.68000011219137,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,-6.839990641992645,10.440021907769347,10.440021907769347,10.440021907769347,10.440021907769347,10.440021907769347,0.7199852397414103,0.7199852397414103,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-7.560007508152152,-14.039984850557117,-14.039984850557117,-14.039984850557117,-14.039984850557117,-14.039984850557117
1,-38.49303006369951,-38.45620747767262,-38.24875590186229,-38.046540183899594,-37.852092869141586,-37.66466153631615,-37.48378758042813,-37.30757334385577,-37.135585602592506,-36.969406328904945,-36.805515430666574,-36.646413466851634,-36.488845751300055,-36.331864774829626,-36.17754152245593,-36.02295628889153,-35.87026867975216,-35.71457070766988,-35.55783939317629,-35.39916248877866,-35.238913211613436,-35.074980928018796,-34.90902638233312,-34.73784482927778,164.40026804141968,164.34090104901247,163.97542117828138,163.58804360511897,163.18085585042272,162.75091394940722,162.30328722069808,161.8344887202712,161.3455987842073,160.84020364864978,160.31530051837476,159.7747931950497,159.21705349815113,158.64439646863786,158.0547329967504,157.45221544966813,156.83491932909908,156.20477565001255,155.5631487335092,154.91084079504571,154.2463236678264,153.57328464803436,152.89385535067572,152.20554004561777,8.573769227965354,8.111533293655956,5.580817778229504,3.614055636769553,2.3852574920490497,2.0018311482764393,2.4977466605863743,3.8291275655641464,5.878928661160669,8.467695327765831,11.366384667749816,14.321588257037074,17.071842441168737,19.376157217665614,21.032281499008405,21.89368855912499,21.88507270637721,21.007196234213197,19.337366187042882,17.021686898036172,14.265039672742576,11.308415368431755,8.413403338319705,5.83309052969139,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,88.0,88.0,88.0,88.0,88.0,16.87013816833496,16.87013816833496,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,13.513193130493164,43.59717559814453,43.59717559814453,43.59717559814453,43.59717559814453,43.59717559814453,230.1944732666016,230.1944732666016,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,228.2397918701172,357.6337890625,357.6337890625,357.6337890625,357.6337890625,357.6337890625,57.0,57.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,99.0,99.0,99.0,99.0,99.0,1024.800048828125,1024.800048828125,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1024.199951171875,1011.2999877929688,1011.2999877929688,1011.2999877929688,1011.2999877929688,1011.2999877929688,-12.960007492107762,-12.960007492107762,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-10.080014069258766,-1.7999718860422846,-1.7999718860422846,-1.7999718860422846,-1.7999718860422846,-1.7999718860422846,-10.79998924181051,-10.79998924181051,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,-8.999983608071348,43.56000254068985,43.56000254068985,43.56000254068985,43.56000254068985,43.56000254068985
2,81.3240153964773,81.17276270298937,80.29101974341314,79.44481452271272,78.64309717246424,77.88352703816379,77.16983353319982,76.49794085036328,75.87029421062859,75.28228830490167,74.73244320443655,74.22217359755322,73.74340367602434,73.29832521837508,72.88018721587528,72.48760798660312,72.11752093947773,71.76506268998732,71.42731617075253,71.10344388743309,70.78461383699573,70.47192608542554,70.1595900492708,69.84671798478821,-108.11938577733952,-108.2392412533376,-108.61193867717145,-108.52987643711336,-108.11907528128292,-107.46826384497922,-106.63882289503397,-105.67557673591018,-104.60704065416623,-103.45709611846922,-102.24742454619893,-100.98812144525921,-99.69347168449345,-98.369661267831,-97.02468028148687,-95.66326631669916,-94.2932532838306,-92.91914028481716,-91.54577056446763,-90.17624765244226,-88.81436316877843,-87.46676269334624,-86.14037735275349,-84.83679086147212,18.713216035128045,18.463915141059324,16.831526994563365,15.00868579506864,13.0680561500481,11.085441264412939,9.1382492077658,7.304101632773816,5.654549617516384,4.254088167736943,3.1585444073442943,2.410401493480938,2.0394829297951347,2.06011185714744,2.471644710654598,3.257676400686238,4.387726074706968,5.816746135595053,7.488829635857094,9.338778650395188,11.292847962671404,13.275262385365963,15.206996183330123,17.013140299095802,-11.649999618530272,-11.649999618530272,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-12.350000381469728,-1.258500099182129,-1.258500099182129,-1.258500099182129,-1.258500099182129,-1.258500099182129,89.0,89.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,96.0,96.0,96.0,96.0,96.0,15.192682266235352,15.192682266235352,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,19.855558395385746,9.114471435546877,9.114471435546877,9.114471435546877,9.114471435546877,9.114471435546877,13.706991195678713,13.706991195678713,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,22.380184173583984,189.09019470214844,189.09019470214844,189.09019470214844,189.09019470214844,189.09019470214844,79.0,79.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1015.7000122070312,1015.7000122070312,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1014.2999877929688,1013.0,1013.0,1013.0,1013.0,1013.0,3.600007734338026,3.600007734338026,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,7.560015732909312,-1.4399869945447417,-1.4399869945447417,-1.4399869945447417,-1.4399869945447417,-1.4399869945447417,14.75999792532128,14.75999792532128,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,18.359993499746587,-9.000001500274426,-9.000001500274426,-9.000001500274426,-9.000001500274426,-9.000001500274426
3,-33.127325719711,-33.145121757164034,-33.24824762857958,-33.34019501433104,-33.41815105103721,-33.482507294869755,-33.53164681716965,-33.566683291019494,-33.58681920615831,-33.58975778779125,-33.57804068990911,-33.55013418090175,-33.50658697866586,-33.44820343316039,-33.37457541165976,-33.28559750372517,-33.18226342228784,-33.06510256196062,-32.9333690645929,-32.79101712729607,-32.635647607462744,-32.4687828844022,-32.2940359186383,-32.10695456049706,-16.254607238521608,-16.597646603673397,-18.65921636328183,-20.73760886530818,-22.82724824558389,-24.924605652135547,-27.030530056219376,-29.13719116768186,-31.243664485065622,-33.347438967626296,-35.4436018998439,-37.530041400723164,-39.60214440268435,-41.65735407757551,-43.691981840495174,-45.704008387137954,-47.69189603893552,-49.64680622515482,-51.57297017715254,-53.46265570683624,-55.313404281424944,-57.126361483519766,-58.89509089247538,-60.61796441882615,5.359004049618452,5.558666740698737,6.843942485910913,8.258358329634612,9.765816436490931,11.329056039964218,12.909484726240102,14.466767784129555,15.962462349003287,17.359595831407464,18.622511465566618,19.720360159706843,20.62512330698309,21.314540546941537,21.77149237793016,21.984316761491623,21.94781506141804,21.662918851237947,21.136765797145447,20.382252984627293,19.418636617163024,18.26945483852447,16.96403634637499,15.534268444823581,17.549999237060547,17.549999237060547,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,29.880998611450195,29.880998611450195,29.880998611450195,29.880998611450195,29.880998611450195,80.0,80.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,47.0,47.0,47.0,47.0,47.0,15.328560829162598,15.328560829162598,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,17.057313919067383,14.182354927062988,14.182354927062988,14.182354927062988,14.182354927062988,14.182354927062988,9.462261199951172,9.462261199951172,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,7.27492094039917,113.96249389648438,113.96249389648438,113.96249389648438,113.96249389648438,113.96249389648438,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.0,32.0,32.0,32.0,32.0,1030.800048828125,1030.800048828125,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1010.5,1010.5,1010.5,1010.5,1010.5,2.5199837775107023,2.5199837775107023,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,2.1599750334128216,12.959999224177547,12.959999224177547,12.959999224177547,12.959999224177547,12.959999224177547,15.120001946243953,15.120001946243953,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,16.920001950018893,-5.760000988411824,-5.760000988411824,-5.760000988411824,-5.760000988411824,-5.760000988411824
4,4.543369943916019,4.361987352907103,3.224543313610769,1.9974653160437306,0.6775744196894445,-0.7315420265725794,-2.23475689766646,-3.826742725753069,-5.510183120827276,-7.285532186428916,-9.147389352339546,-11.099062144547144,-13.134640205766638,-15.252435466852827,-17.452646274608302,-19.729333231000275,-22.080675773908514,-24.50044608956679,-26.986992889647848,-29.534213605219737,-32.13805314320964,-34.79176139749684,-37.486334340627316,-40.217465704803665,-51.797667355600815,-51.8888857750027,-52.46892957256013,-53.083743540548554,-53.73167715841577,-54.40508493034924,-55.098013729006794,-55.80452480000875,-56.51993571349361,-57.2368228067738,-57.950508349674315,-58.65287500577344,-59.338007416020346,-60.002672771874735,-60.63496295335937,-61.23358718688325,-61.78476989405021,-62.28697135143474,-62.725243357804835,-63.09310426076336,-63.37939336380877,-63.56904396064387,-63.64526525273036,-63.590520227802905,3.154629129546443,3.6766316192773676,8.374342969431606,14.391026941602089,19.53738674930735,21.94516371027832,20.738706009863616,16.357008612530528,10.392265333865991,5.01044931316687,2.1698473033938974,2.901571556756247,6.939368840761329,12.815861437536439,18.3972314675598,21.65258026184386,21.40024632207429,17.73204665007881,11.98120412657429,6.23580124866143,2.586423480964461,2.3577611941574936,5.633017962185234,11.223305876400493,25.377498626708984,25.377498626708984,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,23.45949935913086,25.08449935913086,25.08449935913086,25.08449935913086,25.08449935913086,25.08449935913086,73.0,73.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,22.0,22.0,22.0,22.0,22.0,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,2.9024126529693604,9.387650489807127,9.387650489807127,9.387650489807127,9.387650489807127,9.387650489807127,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,82.87508392333984,175.60137939453125,175.60137939453125,175.60137939453125,175.60137939453125,175.60137939453125,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,47.0,1010.4000244140624,1010.4000244140624,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1011.7000122070312,1013.7000122070312,1013.7000122070312,1013.7000122070312,1013.7000122070312,1013.7000122070312,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,2.880000494659956,0.7199860804009257,0.7199860804009257,0.7199860804009257,0.7199860804009257,0.7199860804009257,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,0.3599949428464977,-9.36000009416693,-9.36000009416693,-9.36000009416693,-9.36000009416693,-9.36000009416693
